air_pollution_class,concatenate_pollutant_aggregation,country_fake,download_raw_data,google_map,sampling_point,air_pollutant_group,air_quality_station_area,air_quality_station_type,aq_station_name,city,country_colour,country,data_aggregation_label,download_raw_data_1,google_map_1,sampling_point_1,unit_of_airpollution_level,uom_corrected,year_of_statistics,latitude,longitude,geometry_generated,air_pollution_level,threshold_1,threshold_3,year,region
NA,PM2.5 : P1Y,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,*,NA,NA,NA,NA,NA,48.6701,19.332778125,"POLYGON((16.94 48.6167,16.9573 48.6245,16.9678 48.6688,17.0406 48.754,17.0857 48.7834,17.1119 48.8319,17.1543 48.8448,17.1925 48.8746,17.2741 48.8618,17.348 48.8257,17.3959 48.8133,17.4358 48.8408,17.4773 48.8416,17.5206 48.8127,17.5952 48.8286,17.6332 48.8549,17.703 48.86,17.7365 48.881,17.7812 48.9254,17.8851 48.9278,17.9194 49.0146,17.9946 49.0276,18.025 49.021,18.0711 49.0379,18.1156 49.0895,18.1078 49.1347,18.1491 49.205,18.1482 49.2491,18.1829 49.2688,18.1839 49.287,18.2478 49.2951,18.3776 49.3289,18.4155 49.3673,18.4088 49.3897,18.4757 49.4086,18.4842 49.4255,18.5476 49.4702,18.5452 49.5001,18.5972 49.5102,18.621 49.4956,18.6761 49.5077,18.7551 49.4887,18.8074 49.5151,18.8509 49.5171,18.9417 49.5189,18.9716 49.5043,18.9608 49.4547,18.9883 49.4318,18.9692 49.41,19.027 49.394,19.0539 49.4152,19.1073 49.4037,19.1534 49.4038,19.1925 49.4273,19.22 49.4693,19.2337 49.5109,19.2815 49.5353,19.3649 49.5378,19.3714 49.5674,19.41 49.5921,19.4674 49.6138,19.4784 49.588,19.5293 49.573,19.5291 49.5411,19.5536 49.4899,19.5815 49.4554,19.6114 49.4469,19.6411 49.4576,19.6603 49.4085,19.7202 49.3873,19.7463 49.4079,19.7906 49.4107,19.7953 49.3475,19.805 49.3228,19.7925 49.268,19.7668 49.2366,19.7631 49.2076,19.8075 49.2057,19.841 49.1926,19.9023 49.2133,19.9193 49.2358,19.9816 49.2318,20.0205 49.2015,20.0768 49.1786,20.1016 49.2227,20.1024 49.2531,20.1287 49.2771,20.1495 49.3192,20.1758 49.3141,20.1952 49.3423,20.2532 49.3518,20.3237 49.3522,20.3222 49.4018,20.4086 49.3934,20.4321 49.4175,20.472 49.4154,20.5102 49.3934,20.5762 49.3762,20.601 49.3891,20.6149 49.4178,20.6426 49.401,20.6917 49.4198,20.7229 49.4197,20.7616 49.3827,20.8 49.3631,20.8259 49.3344,20.8653 49.3476,20.9319 49.2972,20.9941 49.3127,21.0425 49.3649,21.0909 49.3648,21.1041 49.3764,21.0472 49.4169,21.124 49.4366,21.1921 49.401,21.2273 49.417,21.2775 49.4609,21.3371 49.4514,21.3739 49.4325,21.3987 49.4338,21.4303 49.414,21.5112 49.4197,21.5328 49.4356,21.6018 49.4353,21.6309 49.4473,21.6639 49.4151,21.6975 49.4183,21.7634 49.3835,21.797 49.3785,21.8402 49.3915,21.859 49.3686,21.8873 49.369,21.9038 49.35,21.961 49.3491,21.9837 49.31,22.034 49.2785,22.0304 49.2252,22.1176 49.201,22.193 49.1744,22.2219 49.1844,22.247 49.1533,22.3205 49.1356,22.3697 49.1455,22.4139 49.1021,22.4553 49.1037,22.4998 49.0859,22.5649 49.088,22.5562 49.079,22.5478 49.0075,22.5025 48.9996,22.4303 48.9312,22.4259 48.887,22.3959 48.8729,22.3826 48.8279,22.381 48.7863,22.3502 48.7529,22.3695 48.7338,22.3489 48.6904,22.2582 48.6476,22.2447 48.6268,22.1873 48.6019,22.168 48.5771,22.1378 48.4234,22.1558 48.4023,22.0996 48.3761,22.0238 48.3889,21.9617 48.38,21.8621 48.3554,21.8336 48.3339,21.7644 48.339,21.7214 48.3512,21.7026 48.3814,21.6681 48.3899,21.6536 48.4303,21.63 48.4512,21.6184 48.4977,21.5423 48.5086,21.5158 48.5504,21.4416 48.5844,21.3951 48.5637,21.326 48.556,21.3163 48.5326,21.2675 48.5251,21.2392 48.5392,21.1503 48.5162,21.1296 48.4929,21.101 48.4944,21.0914 48.5169,21.0151 48.5324,20.9563 48.5215,20.9159 48.5603,20.8763 48.5503,20.8369 48.5829,20.8006 48.5749,20.7072 48.5694,20.5864 48.5353,20.5464 48.5442,20.5189 48.5371,20.5044 48.49,20.4652 48.4643,20.4136 48.4108,20.4081 48.3628,20.3849 48.3513,20.3679 48.3183,20.3352 48.2988,20.3265 48.2733,20.2847 48.2618,20.2401 48.2806,20.193 48.2482,20.1429 48.2557,20.1301 48.2216,20.0764 48.1957,20.0521 48.1678,20.0299 48.178,19.9749 48.1658,19.9379 48.1318,19.8993 48.1663,19.8618 48.1698,19.8064 48.1541,19.8058 48.1838,19.7606 48.2138,19.7209 48.2016,19.6793 48.2128,19.6707 48.2389,19.6308 48.2502,19.578 48.2161,19.5252 48.2006,19.5048 48.1737,19.4874 48.0996,19.4627 48.0829,19.4436 48.1012,19.3994 48.0844,19.3819 48.0917,19.3002 48.0879,19.2798 48.0756,19.186 48.0599,19.1288 48.0738,19.082 48.0718,19.059 48.0569,19.0144 48.078,18.9852 48.0548,18.9468 48.059,18.8206 48.0385,18.8161 47.9938,18.7689 47.9852,18.7765 47.9564,18.7579 47.9201,18.77 47.8693,18.822 47.8504,18.8056 47.8217,18.7432 47.8153,18.7254 47.7886,18.681 47.7667,18.6216 47.7575,18.5408 47.7649,18.4911 47.7525,18.4504 47.7643,18.3727 47.7444,18.2914 47.7313,18.2113 47.7425,18.173 47.7411,18.0859 47.7565,18.0384 47.7567,18.0054 47.7465,17.9785 47.7558,17.8959 47.7387,17.8633 47.7449,17.7799 47.7397,17.7083 47.7578,17.6025 47.822,17.5729 47.8144,17.5271 47.8654,17.5014 47.8669,17.4507 47.8901,17.4042 47.947,17.328 47.9953,17.2551 48.0001,17.2412 48.0222,17.2015 48.0204,17.1584 48.0046,17.1095 48.031,17.0664 48.0309,17.0722 48.11,17.0577 48.1422,17.0385 48.14,16.9746 48.1721,16.9764 48.1889,16.9462 48.235,16.9486 48.2691,16.9232 48.2718,16.9005 48.2979,16.908 48.3266,16.8428 48.3519,16.841 48.3722,16.8636 48.4202,16.8496 48.4478,16.8899 48.4768,16.9524 48.5462,16.9352 48.5735,16.94 48.6167))",NA,160,640,2018,East
NA,PM2.5 : P1Y,Slovenia,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,*,NA,NA,NA,NA,NA,46.03765,14.662325,"POLYGON((13.7137 46.5228,13.7763 46.5172,13.8121 46.5061,13.831 46.5185,13.9232 46.5182,14.0063 46.4811,14.0403 46.4928,14.1213 46.4764,14.1521 46.4369,14.218 46.4427,14.2369 46.4322,14.282 46.4431,14.3078 46.4304,14.4296 46.4468,14.4418 46.423,14.4921 46.4128,14.5216 46.4269,14.5583 46.3749,14.5875 46.3956,14.5862 46.4296,14.6745 46.4504,14.6826 46.4676,14.7412 46.5051,14.7841 46.4993,14.8185 46.5092,14.8353 46.5651,14.8663 46.6031,14.8893 46.6123,14.9231 46.6031,14.9556 46.6325,14.9793 46.6013,15.0162 46.6407,15.0397 46.6505,15.0822 46.6449,15.1099 46.6596,15.1823 46.656,15.2356 46.6392,15.3537 46.6547,15.4134 46.6553,15.4495 46.6422,15.475 46.6119,15.52 46.6214,15.551 46.6404,15.5463 46.67,15.5947 46.6897,15.6229 46.6794,15.6497 46.7058,15.7126 46.6972,15.7705 46.6994,15.8151 46.7188,15.8772 46.7198,15.9471 46.6891,15.9996 46.6802,16.0381 46.6563,16.0424 46.6855,15.9933 46.7307,15.9853 46.7528,15.997 46.8118,16.0274 46.8411,16.0583 46.8385,16.1141 46.8699,16.1559 46.854,16.2354 46.8768,16.291 46.8732,16.3448 46.8301,16.3411 46.8062,16.3128 46.7971,16.3192 46.7557,16.3702 46.7217,16.3816 46.6973,16.4264 46.6915,16.4199 46.6582,16.3885 46.638,16.4461 46.6108,16.5092 46.565,16.5235 46.5052,16.6118 46.4698,16.5166 46.4778,16.4653 46.519,16.4277 46.533,16.3438 46.5411,16.308 46.5145,16.2721 46.5178,16.2418 46.4984,16.2655 46.4512,16.2734 46.4144,16.3079 46.3965,16.3013 46.3781,16.1889 46.3777,16.1518 46.404,16.0885 46.3885,16.0581 46.3936,16.0776 46.3465,16.0351 46.336,16.0217 46.3143,15.9771 46.3121,15.9636 46.297,15.7912 46.2591,15.7855 46.2163,15.6748 46.2271,15.6421 46.2109,15.6334 46.1769,15.6081 46.1674,15.6048 46.112,15.6419 46.0866,15.7162 46.0568,15.7241 46.0421,15.7005 45.9984,15.7117 45.9393,15.6795 45.9045,15.6774 45.8687,15.6941 45.843,15.6338 45.8301,15.5775 45.8492,15.5385 45.8475,15.529 45.8241,15.4928 45.8317,15.4756 45.7978,15.4121 45.7947,15.3828 45.779,15.2998 45.7548,15.2601 45.725,15.2881 45.6926,15.3553 45.7141,15.3633 45.688,15.4014 45.6499,15.3407 45.6332,15.306 45.6321,15.2844 45.6089,15.2978 45.5856,15.3047 45.5338,15.3793 45.485,15.3277 45.4525,15.2735 45.4658,15.2265 45.4269,15.179 45.4216,15.092 45.4645,15.0491 45.4938,14.9877 45.4961,14.9323 45.529,14.9137 45.5143,14.9038 45.4756,14.817 45.4605,14.8038 45.4958,14.7599 45.5101,14.7197 45.5339,14.6783 45.5891,14.6524 45.5917,14.5965 45.6279,14.6086 45.6597,14.5796 45.6649,14.5073 45.5874,14.491 45.5383,14.4277 45.5065,14.3279 45.4723,14.2449 45.5044,14.2062 45.4822,14.1438 45.4753,14.0718 45.4848,14.0109 45.5196,13.9624 45.5057,13.9967 45.4715,13.957 45.4551,13.9093 45.4509,13.8869 45.4258,13.8151 45.4339,13.7864 45.4664,13.7077 45.4574,13.6744 45.4428,13.5818 45.4765,13.5686 45.5173,13.6156 45.5399,13.6462 45.5332,13.7413 45.5577,13.7233 45.595,13.7825 45.5837,13.8513 45.5849,13.8694 45.6094,13.919 45.6335,13.8581 45.6657,13.8293 45.7121,13.7967 45.7425,13.746 45.7553,13.6696 45.7997,13.6237 45.7959,13.575 45.8534,13.6374 45.9376,13.6431 45.9826,13.5905 45.9899,13.5683 45.9685,13.5279 45.967,13.4857 45.9998,13.51 46.0422,13.4978 46.0513,13.6443 46.1376,13.6641 46.1782,13.6338 46.1917,13.5649 46.1884,13.5454 46.2122,13.4207 46.2304,13.3983 46.2532,13.3923 46.2824,13.4258 46.3224,13.4373 46.3544,13.4988 46.3708,13.5662 46.3981,13.5824 46.4311,13.6464 46.4462,13.6936 46.4439,13.6936 46.468,13.7137 46.5228))",NA,20,80,2018,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0012A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.057699999999997+19.926200000000001,SPO_PL0012A_6001_001,PM2.5,Urban,Traffic,"Kraków, Aleja Krasińskiego",Kraków,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.057699999999997+19.926200000000001,SPO_PL0012A_6001_001,ug/m3,ug/m3,2019,50.0577,19.9262,NA,29.16,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0115A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/51.856699999999996+19.421199999999999,SPO_PL0115A_6001_001,PM2.5,Urban,Background,"Zgierz, ul. Mielczarskiego",Zgierz,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/51.856699999999996+19.421199999999999,SPO_PL0115A_6001_001,ug/m3,ug/m3,2019,51.8567,19.4212,NA,26.995,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0238A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.279499999999999+18.6557,SPO_PL0238A_6001_002,PM2.5,Urban,Background,"Gliwice, ul. Mewy",Gliwice,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.279499999999999+18.6557,SPO_PL0238A_6001_002,ug/m3,ug/m3,2019,50.2795,18.6557,NA,26.368,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0527A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/49.921900000000001+18.471299999999999,SPO_PL0527A_6001_001,PM2.5,Rural,Background,"Godów, ul. Gliniki",NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/49.921900000000001+18.471299999999999,SPO_PL0527A_6001_001,ug/m3,ug/m3,2019,49.9219,18.4713,NA,30.614,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0550A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/49.619300000000003+20.714400000000001,SPO_PL0550A_6001_001,PM2.5,Urban,Background,"Nowy Sącz, ul. Nadbrzeżna",Nowy Sacz,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/49.619300000000003+20.714400000000001,SPO_PL0550A_6001_001,ug/m3,ug/m3,2019,49.6193,20.7144,NA,27.306,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0567A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.2468+19.019500000000001,SPO_PL0567A_6001_001,PM2.5,Urban,Traffic,"Katowice, ul. Plebiscytowa/A4",Katowice,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.2468+19.019500000000001,SPO_PL0567A_6001_001,ug/m3,ug/m3,2019,50.2468,19.0195,NA,27.692,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0621A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.0548+21.4163,SPO_PL0621A_6001_001,PM2.5,Urban,Background,"Dębica, ul.Grottgera",NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.0548+21.4163,SPO_PL0621A_6001_001,ug/m3,ug/m3,2019,50.0548,21.4163,NA,26.4,NA,NA,2019,East
5,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0705A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/49.802100000000003+19.0486,SPO_PL0705A_6001_001,PM2.5,Urban,Traffic,"Bielsko-Biała, ul.Partyzantów",Bielsko-Biala,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/49.802100000000003+19.0486,SPO_PL0705A_6001_001,ug/m3,ug/m3,2019,49.8021,19.0486,NA,27.581,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BG0020A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/43.074199999999998+25.604900000000001,SPO-BG0020A_06001_100,PM2.5,Urban,Background,RIEW-Veliko Tarnovo,Veliko Tarnovo,NA,Bulgaria,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/43.074199999999998+25.604900000000001,SPO-BG0020A_06001_100,ug/m3,ug/m3,2019,43.0742,25.6049,NA,22.919,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BG0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/42.434199999999997+25.631499999999999,SPO-BG0039A_06001_100,PM2.5,Urban,Background,RIEW-Stara Zagora,Stara Zagora,NA,Bulgaria,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/42.434199999999997+25.631499999999999,SPO-BG0039A_06001_100,ug/m3,ug/m3,2019,42.4342,25.6315,NA,20.934,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-BG0045A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/43.851399999999998+25.964099999999998,SPO-BG0045A_06001_100,PM2.5,Urban,Background,AMS Vazrazhdane-Ruse,Ruse,NA,Bulgaria,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/43.851399999999998+25.964099999999998,SPO-BG0045A_06001_100,ug/m3,ug/m3,2019,43.8514,25.9641,NA,20.145,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0008A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.264600000000002+18.975000000000001,SPO_PL0008A_6001_002,PM2.5,Urban,Background,"Katowice, ul. Kossutha",Katowice,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.264600000000002+18.975000000000001,SPO_PL0008A_6001_002,ug/m3,ug/m3,2019,50.2646,18.975,NA,24.097,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.069299999999998+20.0535,SPO_PL0039A_6001_001,PM2.5,Urban,Industrial,"Kraków, ul. Bulwarowa",Kraków,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.069299999999998+20.0535,SPO_PL0039A_6001_001,ug/m3,ug/m3,2019,50.0693,20.0535,NA,21.648,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0100A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/51.776400000000002+19.4529,SPO_PL0100A_6001_001,PM2.5,Urban,Background,"Łódź, ul. Legionów",Lódz,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/51.776400000000002+19.4529,SPO_PL0100A_6001_001,ug/m3,ug/m3,2019,51.7764,19.4529,NA,22.288,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0129A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/52.407600000000002+20.9559,SPO_PL0129A_6001_001,PM2.5,Suburban,Background,"Legionowo, ul. Zegrzyńska",NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/52.407600000000002+20.9559,SPO_PL0129A_6001_001,ug/m3,ug/m3,2019,52.4076,20.9559,NA,21.074,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0138A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/51.399099999999997+21.147500000000001,SPO_PL0138A_6001_001,PM2.5,Urban,Background,"Radom, ul. Tochtermana",Radom,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/51.399099999999997+21.147500000000001,SPO_PL0138A_6001_001,ug/m3,ug/m3,2019,51.3991,21.1475,NA,21.499,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0140A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/52.219299999999997+21.0047,SPO_PL0140A_6001_001,PM2.5,Urban,Traffic,"Warszawa, al. Niepodległości",Warszawa,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/52.219299999999997+21.0047,SPO_PL0140A_6001_001,ug/m3,ug/m3,2019,52.2193,21.0047,NA,24.652,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0151A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/53.181399999999996+22.054400000000001,SPO_PL0151A_6001_001,PM2.5,Urban,Background,"Łomża, ul. Sikorskiego",Lomza,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/53.181399999999996+22.054400000000001,SPO_PL0151A_6001_001,ug/m3,ug/m3,2019,53.1814,22.0544,NA,21.391,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0205A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/52.658499999999997+19.0593,SPO_PL0205A_6001_001,PM2.5,Urban,Traffic,"Włocławek, ul. Okrzei",Wloclawek,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/52.658499999999997+19.0593,SPO_PL0205A_6001_001,ug/m3,ug/m3,2019,52.6585,19.0593,NA,22.93,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0212A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/51.799700000000001+16.317499999999999,SPO_PL0212A_6001_002,PM2.5,Urban,Background,Wschowa ul. Kazimierza Wielkiego,NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/51.799700000000001+16.317499999999999,SPO_PL0212A_6001_002,ug/m3,ug/m3,2019,51.7997,16.3175,NA,21.985,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0218A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.349600000000002+18.236599999999999,SPO_PL0218A_6001_001,PM2.5,Urban,Background,"Kędzierzyn-Koźle, ul. Śmiałego",NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.349600000000002+18.236599999999999,SPO_PL0218A_6001_001,ug/m3,ug/m3,2019,50.3496,18.2366,NA,20.098,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0252A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/53.1218+17.9879,SPO_PL0252A_6001_001,PM2.5,Urban,Traffic,"Bydgoszcz, pl. Poznański",Bydgoszcz,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/53.1218+17.9879,SPO_PL0252A_6001_001,ug/m3,ug/m3,2019,53.1218,17.9879,NA,21.719,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0276A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/50.529899999999998+22.112500000000001,SPO_PL0276A_6001_001,PM2.5,Urban,Background,"Nisko, ul. Szklarniowa",NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/50.529899999999998+22.112500000000001,SPO_PL0276A_6001_001,ug/m3,ug/m3,2019,50.5299,22.1125,NA,20.342,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0413A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/49.690199999999997+21.749700000000001,SPO_PL0413A_6001_001,PM2.5,Urban,Background,"Krosno, ul. Kletówki",NA,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/49.690199999999997+21.749700000000001,SPO_PL0413A_6001_001,ug/m3,ug/m3,2019,49.6902,21.7497,NA,20.491,NA,NA,2019,East
4,PM2.5 : P1Y,NA,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA_PL0493A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,http://www.google.com/maps/place/51.415300000000002+21.171299999999999,SPO_PL0493A_6001_001,PM2.5,Urban,Background,"Radom, ul. Hallera",Radom,NA,Poland,Annual mean / 1 calendar year,NA,http://www.google.com/maps/place/51.415300000000002+21.171299999999999,SPO_PL0493A_6001_001,ug/m3,ug/m3,2019,51.4153,21.1713,NA,20.236,NA,NA,2019,East
