"Air.Pollution.Class","Concatenate.pollutant.aggregation","Country.Fake","DownloadRawData","GoogleMap","Sampling.Point","Air.Pollutant.Group","Air.Quality.Station.Area","Air.Quality.Station.Type","AQ.Station.Name","City","Country.Colour","Country","Data.Aggregation.Label","DownloadRawData.1","GoogleMap.1","Sampling.Point.1","Unit.Of.Airpollution.Level","UOM.corrected","Year.Of.Statistics","Latitude","Longitude","Geometry..generated.","Air.Pollution.Level","Threshold.1","Threshold.3","Year","Region"
NA,"PM2.5 : P1Y","Slovenia","","","","","","","","",1,"","","*","","","","",NA,46.03765,14.662325,"POLYGON((13.7137 46.5228,13.7763 46.5172,13.8121 46.5061,13.831 46.5185,13.9232 46.5182,14.0063 46.4811,14.0403 46.4928,14.1213 46.4764,14.1521 46.4369,14.218 46.4427,14.2369 46.4322,14.282 46.4431,14.3078 46.4304,14.4296 46.4468,14.4418 46.423,14.4921 46.4128,14.5216 46.4269,14.5583 46.3749,14.5875 46.3956,14.5862 46.4296,14.6745 46.4504,14.6826 46.4676,14.7412 46.5051,14.7841 46.4993,14.8185 46.5092,14.8353 46.5651,14.8663 46.6031,14.8893 46.6123,14.9231 46.6031,14.9556 46.6325,14.9793 46.6013,15.0162 46.6407,15.0397 46.6505,15.0822 46.6449,15.1099 46.6596,15.1823 46.656,15.2356 46.6392,15.3537 46.6547,15.4134 46.6553,15.4495 46.6422,15.475 46.6119,15.52 46.6214,15.551 46.6404,15.5463 46.67,15.5947 46.6897,15.6229 46.6794,15.6497 46.7058,15.7126 46.6972,15.7705 46.6994,15.8151 46.7188,15.8772 46.7198,15.9471 46.6891,15.9996 46.6802,16.0381 46.6563,16.0424 46.6855,15.9933 46.7307,15.9853 46.7528,15.997 46.8118,16.0274 46.8411,16.0583 46.8385,16.1141 46.8699,16.1559 46.854,16.2354 46.8768,16.291 46.8732,16.3448 46.8301,16.3411 46.8062,16.3128 46.7971,16.3192 46.7557,16.3702 46.7217,16.3816 46.6973,16.4264 46.6915,16.4199 46.6582,16.3885 46.638,16.4461 46.6108,16.5092 46.565,16.5235 46.5052,16.6118 46.4698,16.5166 46.4778,16.4653 46.519,16.4277 46.533,16.3438 46.5411,16.308 46.5145,16.2721 46.5178,16.2418 46.4984,16.2655 46.4512,16.2734 46.4144,16.3079 46.3965,16.3013 46.3781,16.1889 46.3777,16.1518 46.404,16.0885 46.3885,16.0581 46.3936,16.0776 46.3465,16.0351 46.336,16.0217 46.3143,15.9771 46.3121,15.9636 46.297,15.7912 46.2591,15.7855 46.2163,15.6748 46.2271,15.6421 46.2109,15.6334 46.1769,15.6081 46.1674,15.6048 46.112,15.6419 46.0866,15.7162 46.0568,15.7241 46.0421,15.7005 45.9984,15.7117 45.9393,15.6795 45.9045,15.6774 45.8687,15.6941 45.843,15.6338 45.8301,15.5775 45.8492,15.5385 45.8475,15.529 45.8241,15.4928 45.8317,15.4756 45.7978,15.4121 45.7947,15.3828 45.779,15.2998 45.7548,15.2601 45.725,15.2881 45.6926,15.3553 45.7141,15.3633 45.688,15.4014 45.6499,15.3407 45.6332,15.306 45.6321,15.2844 45.6089,15.2978 45.5856,15.3047 45.5338,15.3793 45.485,15.3277 45.4525,15.2735 45.4658,15.2265 45.4269,15.179 45.4216,15.092 45.4645,15.0491 45.4938,14.9877 45.4961,14.9323 45.529,14.9137 45.5143,14.9038 45.4756,14.817 45.4605,14.8038 45.4958,14.7599 45.5101,14.7197 45.5339,14.6783 45.5891,14.6524 45.5917,14.5965 45.6279,14.6086 45.6597,14.5796 45.6649,14.5073 45.5874,14.491 45.5383,14.4277 45.5065,14.3279 45.4723,14.2449 45.5044,14.2062 45.4822,14.1438 45.4753,14.0718 45.4848,14.0109 45.5196,13.9624 45.5057,13.9967 45.4715,13.957 45.4551,13.9093 45.4509,13.8869 45.4258,13.8151 45.4339,13.7864 45.4664,13.7077 45.4574,13.6744 45.4428,13.5818 45.4765,13.5686 45.5173,13.6156 45.5399,13.6462 45.5332,13.7413 45.5577,13.7233 45.595,13.7825 45.5837,13.8513 45.5849,13.8694 45.6094,13.919 45.6335,13.8581 45.6657,13.8293 45.7121,13.7967 45.7425,13.746 45.7553,13.6696 45.7997,13.6237 45.7959,13.575 45.8534,13.6374 45.9376,13.6431 45.9826,13.5905 45.9899,13.5683 45.9685,13.5279 45.967,13.4857 45.9998,13.51 46.0422,13.4978 46.0513,13.6443 46.1376,13.6641 46.1782,13.6338 46.1917,13.5649 46.1884,13.5454 46.2122,13.4207 46.2304,13.3983 46.2532,13.3923 46.2824,13.4258 46.3224,13.4373 46.3544,13.4988 46.3708,13.5662 46.3981,13.5824 46.4311,13.6464 46.4462,13.6936 46.4439,13.6936 46.468,13.7137 46.5228))",NA,"20","80",2019,"East"
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0527A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.921900000000001+18.471299999999999","SPO_PL0527A_6001_001","PM2.5","Rural","Background","Godów, ul. Gliniki","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.921900000000001+18.471299999999999","SPO_PL0527A_6001_001","ug/m3","ug/m3",2020,49.9219,18.4713,"",26.467,NA,"",2020,"East"
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0550A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.619300000000003+20.714400000000001","SPO_PL0550A_6001_001","PM2.5","Urban","Background","Nowy Sącz, ul. Nadbrzeżna","Nowy Sacz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.619300000000003+20.714400000000001","SPO_PL0550A_6001_001","ug/m3","ug/m3",2020,49.6193,20.7144,"",26.834,NA,"",2020,"East"
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0742A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.937800000000003+18.9756","SPO_PL0742A_6001_001","PM2.5","Suburban","Background","Goczałkowice Zdrój, ul. Parkowa","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.937800000000003+18.9756","SPO_PL0742A_6001_001","ug/m3","ug/m3",2020,49.9378,18.9756,"",29.922,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0008A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.264600000000002+18.975000000000001","SPO_PL0008A_6001_002","PM2.5","Urban","Background","Katowice, ul. Kossutha","Katowice",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.264600000000002+18.975000000000001","SPO_PL0008A_6001_002","ug/m3","ug/m3",2020,50.2646,18.975,"",20.19,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0012A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.057699999999997+19.926200000000001","SPO_PL0012A_6001_001","PM2.5","Urban","Traffic","Kraków, Aleja Krasińskiego","Kraków",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.057699999999997+19.926200000000001","SPO_PL0012A_6001_001","ug/m3","ug/m3",2020,50.0577,19.9262,"",23.925,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.069299999999998+20.0535","SPO_PL0039A_6001_001","PM2.5","Urban","Industrial","Kraków, ul. Bulwarowa","Kraków",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.069299999999998+20.0535","SPO_PL0039A_6001_001","ug/m3","ug/m3",2020,50.0693,20.0535,"",20.717,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0115A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.856699999999996+19.421199999999999","SPO_PL0115A_6001_001","PM2.5","Urban","Background","Zgierz, ul. Mielczarskiego","Zgierz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.856699999999996+19.421199999999999","SPO_PL0115A_6001_001","ug/m3","ug/m3",2020,51.8567,19.4212,"",23.305,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0126A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.293599999999998+19.960100000000001","SPO_PL0126A_6001_001","PM2.5","Urban","Background","Zakopane, ul. Sienkiewicza","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.293599999999998+19.960100000000001","SPO_PL0126A_6001_001","ug/m3","ug/m3",2020,49.2936,19.9601,"",20.525,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0151A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/53.181399999999996+22.054400000000001","SPO_PL0151A_6001_001","PM2.5","Urban","Background","Łomża, ul. Sikorskiego","Lomza",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/53.181399999999996+22.054400000000001","SPO_PL0151A_6001_001","ug/m3","ug/m3",2020,53.1814,22.0544,"",22.412,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0238A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.279499999999999+18.6557","SPO_PL0238A_6001_002","PM2.5","Urban","Background","Gliwice, ul. Mewy","Gliwice",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.279499999999999+18.6557","SPO_PL0238A_6001_002","ug/m3","ug/m3",2020,50.2795,18.6557,"",22.139,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0499A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.806399999999996+19.023199999999999","SPO_PL0499A_6001_001","PM2.5","Urban","Background","Bielsko-Biała, ul. Sternicza","Bielsko-Biala",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.806399999999996+19.023199999999999","SPO_PL0499A_6001_001","ug/m3","ug/m3",2020,49.8064,19.0232,"",20.665,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0509A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.404400000000003+19.696999999999999","SPO_PL0509A_6001_001","PM2.5","Urban","Background","Piotrków Trybunalski, ul. Krakowskie Przedmieście","Piotrków Trybunalski",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.404400000000003+19.696999999999999","SPO_PL0509A_6001_001","ug/m3","ug/m3",2020,51.4044,19.697,"",21.314,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0539A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/52.115699999999997+21.237300000000001","SPO_PL0539A_6001_001","PM2.5","Suburban","Background","Otwock, ul. Brzozowa","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/52.115699999999997+21.237300000000001","SPO_PL0539A_6001_001","ug/m3","ug/m3",2020,52.1157,21.2373,"",20.638,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0544A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.067399999999999+19.448699999999999","SPO_PL0544A_6001_001","PM2.5","Urban","Background","Radomsko, ul. Rolna","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.067399999999999+19.448699999999999","SPO_PL0544A_6001_001","ug/m3","ug/m3",2020,51.0674,19.4487,"",23.581,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0549A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.969000000000001+20.439499999999999","SPO_PL0549A_6001_001","PM2.5","Urban","Background","Bochnia, ul. Konfederatów Barskich","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.969000000000001+20.439499999999999","SPO_PL0549A_6001_001","ug/m3","ug/m3",2020,49.969,20.4395,"",21.192,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0567A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.2468+19.019500000000001","SPO_PL0567A_6001_001","PM2.5","Urban","Traffic","Katowice, ul. Plebiscytowa/A4","Katowice",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.2468+19.019500000000001","SPO_PL0567A_6001_001","ug/m3","ug/m3",2020,50.2468,19.0195,"",23.439,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0593A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.459000000000003+17.331900000000001","SPO_PL0593A_6001_001","PM2.5","Urban","Background","Nysa, ul. Rodziewiczówny","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.459000000000003+17.331900000000001","SPO_PL0593A_6001_001","ug/m3","ug/m3",2020,50.459,17.3319,"",20.863,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0621A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.0548+21.4163","SPO_PL0621A_6001_001","PM2.5","Urban","Background","Dębica, ul.Grottgera","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.0548+21.4163","SPO_PL0621A_6001_001","ug/m3","ug/m3",2020,50.0548,21.4163,"",21.919,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0624A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.884900000000002+17.7911","SPO_PL0624A_6001_001","PM2.5","Urban","Background","Pleszew, Al. Mickiewicza","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.884900000000002+17.7911","SPO_PL0624A_6001_001","ug/m3","ug/m3",2020,51.8849,17.7911,"",20.554,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0642A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.098500000000001+20.0183","SPO_PL0642A_6001_001","PM2.5","Urban","Background","Kraków, os. Piastów","Kraków",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.098500000000001+20.0183","SPO_PL0642A_6001_001","ug/m3","ug/m3",2020,50.0985,20.0183,"",20.786,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0647A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.018300000000004+20.992599999999999","SPO_PL0647A_6001_001","PM2.5","Urban","Traffic","Tarnów, ul. Ks. Romana Sitko","Tarnów",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.018300000000004+20.992599999999999","SPO_PL0647A_6001_001","ug/m3","ug/m3",2020,50.0183,20.9926,"",20.316,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0684A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.029400000000003+18.689499999999999","SPO_PL0684A_6001_001","PM2.5","Urban","Background","Żory, Os. Gen. Władysława Sikorskiego","Zory",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.029400000000003+18.689499999999999","SPO_PL0684A_6001_001","ug/m3","ug/m3",2020,50.0294,18.6895,"",22.05,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0705A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.802100000000003+19.0486","SPO_PL0705A_6001_001","PM2.5","Urban","Traffic","Bielsko-Biała, ul.Partyzantów","Bielsko-Biala",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.802100000000003+19.0486","SPO_PL0705A_6001_001","ug/m3","ug/m3",2020,49.8021,19.0486,"",24.818,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0736A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.040700000000001+22.0047","SPO_PL0736A_6001_001","PM2.5","Urban","Traffic","Rzeszów, ul. Piłsudskiego","Rzeszów",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.040700000000001+22.0047","SPO_PL0736A_6001_001","ug/m3","ug/m3",2020,50.0407,22.0047,"",20.561,NA,"",2020,"East"
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA_PL0759A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.091099999999997+18.2163","SPO_PL0759A_6001_001","PM2.5","Urban","Background","Racibórz, Wojska Polskiego","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.091099999999997+18.2163","SPO_PL0759A_6001_001","ug/m3","ug/m3",2020,50.0911,18.2163,"",24.944,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BG0020A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/43.074199999999998+25.604900000000001","SPO-BG0020A_06001_100","PM2.5","Urban","Background","RIEW-Veliko Tarnovo","Veliko Tarnovo",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/43.074199999999998+25.604900000000001","SPO-BG0020A_06001_100","ug/m3","ug/m3",2020,43.0742,25.6049,"",18.648,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BG0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/42.434199999999997+25.631499999999999","SPO-BG0039A_06001_100","PM2.5","Urban","Background","RIEW-Stara Zagora","Stara Zagora",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/42.434199999999997+25.631499999999999","SPO-BG0039A_06001_100","ug/m3","ug/m3",2020,42.4342,25.6315,"",17.185,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BG0045A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/43.851399999999998+25.964099999999998","SPO-BG0045A_06001_100","PM2.5","Urban","Background","AMS Vazrazhdane-Ruse","Ruse",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/43.851399999999998+25.964099999999998","SPO-BG0045A_06001_100","ug/m3","ug/m3",2020,43.8514,25.9641,"",18.866,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BG0051A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/42.142899999999997+24.7652","SPO-BG0051A_06001_100","PM2.5","Urban","Background","AMS Kamenitsa-Plovdiv","Plovdiv",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/42.142899999999997+24.7652","SPO-BG0051A_06001_100","ug/m3","ug/m3",2020,42.1429,24.7652,"",15.471,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-BG0075A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/43.224400000000003+27.915700000000001","SPO-BG0075A_06001_100","PM2.5","Urban","Background","AMS SOU Angel Kanchev-Varna","Varna",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/43.224400000000003+27.915700000000001","SPO-BG0075A_06001_100","ug/m3","ug/m3",2020,43.2244,27.9157,"",13.846,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-HU0022A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/47.430799999999998+19.184200000000001","SPO-HU0022A_06001_100","PM2.5","Suburban","Background","""Budapest Gilice""","Budapest",NA,"Hungary","Annual mean / 1 calendar year","","http://www.google.com/maps/place/47.430799999999998+19.184200000000001","SPO-HU0022A_06001_100","ug/m3","ug/m3",2020,47.4308,19.1842,"",14.153,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-HU0024A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/47.685299999999998+17.639399999999998","SPO-HU0024A_06001_100","PM2.5","Urban","Traffic","""Gyor Szent Istvan""","Gyõr",NA,"Hungary","Annual mean / 1 calendar year","","http://www.google.com/maps/place/47.685299999999998+17.639399999999998","SPO-HU0024A_06001_100","ug/m3","ug/m3",2020,47.6853,17.6394,"",11.28,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-HU0029A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/46.080300000000001+18.211099999999998","SPO-HU0029A_06001_100","PM2.5","Suburban","Background","""Pecs Boszorkany""","Pécs",NA,"Hungary","Annual mean / 1 calendar year","","http://www.google.com/maps/place/46.080300000000001+18.211099999999998","SPO-HU0029A_06001_100","ug/m3","ug/m3",2020,46.0803,18.2111,"",13.804,NA,"",2020,"East"
3,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-HU0030A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/46.071100000000001+18.225300000000001","SPO-HU0030A_06001_100","PM2.5","Urban","Traffic","""Pecs Szabadsag""","Pécs",NA,"Hungary","Annual mean / 1 calendar year","","http://www.google.com/maps/place/46.071100000000001+18.225300000000001","SPO-HU0030A_06001_100","ug/m3","ug/m3",2020,46.0711,18.2253,"",15.701,NA,"",2020,"East"
