"Air.Pollution.Class","Concatenate.pollutant.aggregation","Country.Fake","DownloadRawData","GoogleMap","Sampling.Point","Air.Pollutant.Group","Air.Quality.Station.Area","Air.Quality.Station.Type","AQ.Station.Name","City","Country.Colour","Country","Data.Aggregation.Label","DownloadRawData.1","GoogleMap.1","Sampling.Point.1","Unit.Of.Airpollution.Level","UOM.corrected","Year.Of.Statistics","Latitude","Longitude","Geometry..generated.","Air.Pollution.Level","Threshold.1","Threshold.3","Year"
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BG0046A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/42.578299999999999+23.114000000000001","SPO-BG0046A_06001_100","PM2.5","Urban","Background","Tsarkva - Pernik","Pernik",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/42.578299999999999+23.114000000000001","SPO-BG0046A_06001_100","ug/m3","ug/m3",2018,42.5783,23.114,"",30.755,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0008A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.264600000000002+18.975000000000001","SPO_PL0008A_6001_002","PM2.5","Urban","Background","Katowice, ul. Kossutha","Katowice",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.264600000000002+18.975000000000001","SPO_PL0008A_6001_002","ug/m3","ug/m3",2018,50.2646,18.975,"",29.99,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0012A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.057699999999997+19.926200000000001","SPO_PL0012A_6001_001","PM2.5","Urban","Traffic","Kraków, Aleja Krasińskiego","Kraków",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.057699999999997+19.926200000000001","SPO_PL0012A_6001_001","ug/m3","ug/m3",2018,50.0577,19.9262,"",39.375,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.069299999999998+20.0535","SPO_PL0039A_6001_001","PM2.5","Urban","Industrial","Kraków, ul. Bulwarowa","Kraków",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.069299999999998+20.0535","SPO_PL0039A_6001_001","ug/m3","ug/m3",2018,50.0693,20.0535,"",26.651,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0064A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/53.134099999999997+17.995699999999999","SPO_PL0064A_6001_001","PM2.5","Urban","Background","Bydgoszcz, ul. Warszawska","Bydgoszcz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/53.134099999999997+17.995699999999999","SPO_PL0064A_6001_001","ug/m3","ug/m3",2018,53.1341,17.9957,"",27.836,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0100A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.776400000000002+19.4529","SPO_PL0100A_6001_001","PM2.5","Urban","Background","Łódź, ul. Legionów","Lódz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.776400000000002+19.4529","SPO_PL0100A_6001_001","ug/m3","ug/m3",2018,51.7764,19.4529,"",27.158,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0115A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.856699999999996+19.421199999999999","SPO_PL0115A_6001_001","PM2.5","Urban","Background","Zgierz, ul. Mielczarskiego","Zgierz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.856699999999996+19.421199999999999","SPO_PL0115A_6001_001","ug/m3","ug/m3",2018,51.8567,19.4212,"",30.197,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0134A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/52.191699999999997+20.837499999999999","SPO_PL0134A_6001_002","PM2.5","Suburban","Background","Piastów, ul. Pułaskiego","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/52.191699999999997+20.837499999999999","SPO_PL0134A_6001_002","ug/m3","ug/m3",2018,52.1917,20.8375,"",25.01,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0144A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/52.053800000000003+20.4299","SPO_PL0144A_6001_001","PM2.5","Urban","Background","Żyrardów, ul. Roosevelta","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/52.053800000000003+20.4299","SPO_PL0144A_6001_001","ug/m3","ug/m3",2018,52.0538,20.4299,"",26.04,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0151A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/53.181399999999996+22.054400000000001","SPO_PL0151A_6001_001","PM2.5","Urban","Background","Łomża, ul. Sikorskiego","Lomza",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/53.181399999999996+22.054400000000001","SPO_PL0151A_6001_001","ug/m3","ug/m3",2018,53.1814,22.0544,"",28.888,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0218A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.349600000000002+18.236599999999999","SPO_PL0218A_6001_001","PM2.5","Urban","Background","Kędzierzyn-Koźle, ul. Śmiałego","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.349600000000002+18.236599999999999","SPO_PL0218A_6001_001","ug/m3","ug/m3",2018,50.3496,18.2366,"",28.867,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0238A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.279499999999999+18.6557","SPO_PL0238A_6001_002","PM2.5","Urban","Background","Gliwice, ul. Mewy","Gliwice",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.279499999999999+18.6557","SPO_PL0238A_6001_002","ug/m3","ug/m3",2018,50.2795,18.6557,"",32.928,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0252A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/53.1218+17.9879","SPO_PL0252A_6001_001","PM2.5","Urban","Traffic","Bydgoszcz, pl. Poznański","Bydgoszcz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/53.1218+17.9879","SPO_PL0252A_6001_001","ug/m3","ug/m3",2018,53.1218,17.9879,"",27.705,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0413A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.690199999999997+21.749700000000001","SPO_PL0413A_6001_001","PM2.5","Urban","Background","Krosno, ul. Kletówki","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.690199999999997+21.749700000000001","SPO_PL0413A_6001_001","ug/m3","ug/m3",2018,49.6902,21.7497,"",25.081,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0498A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.801900000000003+19.106999999999999","SPO_PL0498A_6001_001","PM2.5","Urban","Background","Częstochowa, ul. Zana","Czestochowa",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.801900000000003+19.106999999999999","SPO_PL0498A_6001_001","ug/m3","ug/m3",2018,50.8019,19.107,"",26.482,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0499A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.806399999999996+19.023199999999999","SPO_PL0499A_6001_001","PM2.5","Urban","Background","Bielsko-Biała, ul. Sternicza","Bielsko-Biala",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.806399999999996+19.023199999999999","SPO_PL0499A_6001_001","ug/m3","ug/m3",2018,49.8064,19.0232,"",29.152,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0501A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.010599999999997+19.949200000000001","SPO_PL0501A_6001_002","PM2.5","Urban","Background","Kraków, ul. Bujaka","Kraków",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.010599999999997+19.949200000000001","SPO_PL0501A_6001_002","ug/m3","ug/m3",2018,50.0106,19.9492,"",30.84,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0509A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.404400000000003+19.696999999999999","SPO_PL0509A_6001_001","PM2.5","Urban","Background","Piotrków Trybunalski, ul. Krakowskie Przedmieście","Piotrków Trybunalski",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.404400000000003+19.696999999999999","SPO_PL0509A_6001_001","ug/m3","ug/m3",2018,51.4044,19.697,"",28.164,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0527A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.921900000000001+18.471299999999999","SPO_PL0527A_6001_001","PM2.5","Rural","Background","Godów, ul. Gliniki","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.921900000000001+18.471299999999999","SPO_PL0527A_6001_001","ug/m3","ug/m3",2018,49.9219,18.4713,"",38.547,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0530A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.444699999999997+18.829599999999999","SPO_PL0530A_6001_001","PM2.5","Urban","Background","Tarnowskie Góry, ul. Litewska","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.444699999999997+18.829599999999999","SPO_PL0530A_6001_001","ug/m3","ug/m3",2018,50.4447,18.8296,"",28.97,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0539A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/52.115699999999997+21.237300000000001","SPO_PL0539A_6001_001","PM2.5","Suburban","Background","Otwock, ul. Brzozowa","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/52.115699999999997+21.237300000000001","SPO_PL0539A_6001_001","ug/m3","ug/m3",2018,52.1157,21.2373,"",26.644,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0542A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/53.491799999999998+18.752500000000001","SPO_PL0542A_6001_001","PM2.5","Urban","Background","Grudziądz, ul. Sienkiewicza","Grudziadz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/53.491799999999998+18.752500000000001","SPO_PL0542A_6001_001","ug/m3","ug/m3",2018,53.4918,18.7525,"",25.472,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0543A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.775399999999998+19.451000000000001","SPO_PL0543A_6001_001","PM2.5","Urban","Background","Łódź, ul. Gdańska","Lódz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.775399999999998+19.451000000000001","SPO_PL0543A_6001_001","ug/m3","ug/m3",2018,51.7754,19.451,"",25.811,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0549A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.969000000000001+20.439499999999999","SPO_PL0549A_6001_001","PM2.5","Urban","Background","Bochnia, ul. Konfederatów Barskich","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.969000000000001+20.439499999999999","SPO_PL0549A_6001_001","ug/m3","ug/m3",2018,49.969,20.4395,"",28.834,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0550A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.619300000000003+20.714400000000001","SPO_PL0550A_6001_001","PM2.5","Urban","Background","Nowy Sącz, ul. Nadbrzeżna","Nowy Sacz",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.619300000000003+20.714400000000001","SPO_PL0550A_6001_001","ug/m3","ug/m3",2018,49.6193,20.7144,"",32.539,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0567A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.2468+19.019500000000001","SPO_PL0567A_6001_001","PM2.5","Urban","Traffic","Katowice, ul. Plebiscytowa/A4","Katowice",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.2468+19.019500000000001","SPO_PL0567A_6001_001","ug/m3","ug/m3",2018,50.2468,19.0195,"",35.279,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0624A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.884900000000002+17.7911","SPO_PL0624A_6001_001","PM2.5","Urban","Background","Pleszew, Al. Mickiewicza","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.884900000000002+17.7911","SPO_PL0624A_6001_001","ug/m3","ug/m3",2018,51.8849,17.7911,"",27.724,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0647A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.018300000000004+20.992599999999999","SPO_PL0647A_6001_001","PM2.5","Urban","Traffic","Tarnów, ul. Ks. Romana Sitko","Tarnów",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.018300000000004+20.992599999999999","SPO_PL0647A_6001_001","ug/m3","ug/m3",2018,50.0183,20.9926,"",25.146,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0677A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.299100000000003+21.440899999999999","SPO_PL0677A_6001_001","PM2.5","Urban","Background","Mielec, ul. Biernackiego","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.299100000000003+21.440899999999999","SPO_PL0677A_6001_001","ug/m3","ug/m3",2018,50.2991,21.4409,"",25.271,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0684A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.029400000000003+18.689499999999999","SPO_PL0684A_6001_001","PM2.5","Urban","Background","Żory, Os. Gen. Władysława Sikorskiego","Zory",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.029400000000003+18.689499999999999","SPO_PL0684A_6001_001","ug/m3","ug/m3",2018,50.0294,18.6895,"",30.818,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0705A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/49.802100000000003+19.0486","SPO_PL0705A_6001_001","PM2.5","Urban","Traffic","Bielsko-Biała, ul.Partyzantów","Bielsko-Biala",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/49.802100000000003+19.0486","SPO_PL0705A_6001_001","ug/m3","ug/m3",2018,49.8021,19.0486,"",35.636,NA,"",2018
5,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=RO&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-RO0084A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/47.151000000000003+27.581900000000001","SPO-RO0084A_06001_100","PM2.5","Urban","Background","IS-2","Iasi",NA,"Romania","Annual mean / 1 calendar year","","http://www.google.com/maps/place/47.151000000000003+27.581900000000001","SPO-RO0084A_06001_100","ug/m3","ug/m3",2018,47.151,27.5819,"",27.009,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BG0020A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/43.074199999999998+25.604900000000001","SPO-BG0020A_06001_100","PM2.5","Urban","Background","RIEW-Veliko Tarnovo","Veliko Tarnovo",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/43.074199999999998+25.604900000000001","SPO-BG0020A_06001_100","ug/m3","ug/m3",2018,43.0742,25.6049,"",21.156,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BG0039A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/42.434199999999997+25.631499999999999","SPO-BG0039A_06001_100","PM2.5","Urban","Background","RIEW-Stara Zagora","Stara Zagora",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/42.434199999999997+25.631499999999999","SPO-BG0039A_06001_100","ug/m3","ug/m3",2018,42.4342,25.6315,"",21.284,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=BG&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-BG0045A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/43.851399999999998+25.964099999999998","SPO-BG0045A_06001_100","PM2.5","Urban","Background","AMS Vazrazhdane-Ruse","Ruse",NA,"Bulgaria","Annual mean / 1 calendar year","","http://www.google.com/maps/place/43.851399999999998+25.964099999999998","SPO-BG0045A_06001_100","ug/m3","ug/m3",2018,43.8514,25.9641,"",24.136,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=HU&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-HU0026A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/48.247199999999999+20.616399999999999","SPO-HU0026A_06001_100","PM2.5","Urban","Background","""Kazincbarcika""","",NA,"Hungary","Annual mean / 1 calendar year","","http://www.google.com/maps/place/48.247199999999999+20.616399999999999","SPO-HU0026A_06001_100","ug/m3","ug/m3",2018,48.2472,20.6164,"",21.963,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LT&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-LT00033&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/55.689999999999998+21.179500000000001","SPO-LT00033_06001_100","PM2.5","Urban","Traffic","""Klaipeda - Silutes""","Klaipeda",NA,"Lithuania","Annual mean / 1 calendar year","","http://www.google.com/maps/place/55.689999999999998+21.179500000000001","SPO-LT00033_06001_100","ug/m3","ug/m3",2018,55.69,21.1795,"",20.386,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0071A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/53.028599999999997+18.6661","SPO_PL0071A_6001_002","PM2.5","Urban","Background","Toruń, ul. Dziewulskiego","Torun",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/53.028599999999997+18.6661","SPO_PL0071A_6001_002","ug/m3","ug/m3",2018,53.0286,18.6661,"",20.058,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0079A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/52.029200000000003+23.1494","SPO_PL0079A_6001_001","PM2.5","Urban","Background","Biała Podlaska, ul. Orzechowa","",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/52.029200000000003+23.1494","SPO_PL0079A_6001_001","ug/m3","ug/m3",2018,52.0292,23.1494,"",23.017,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0081A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/51.130899999999997+23.514600000000002","SPO_PL0081A_6001_001","PM2.5","Suburban","Background","Chełm ul. Jagiellońska","Chelm",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/51.130899999999997+23.514600000000002","SPO_PL0081A_6001_001","ug/m3","ug/m3",2018,51.1309,23.5146,"",23.354,NA,"",2018
4,"PM2.5 : P1Y","","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA_PL0091A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","http://www.google.com/maps/place/50.7166+23.290199999999999","SPO_PL0091A_6001_001","PM2.5","Urban","Background","Zamość, ul. Hrubieszowska","Zamosc",NA,"Poland","Annual mean / 1 calendar year","","http://www.google.com/maps/place/50.7166+23.290199999999999","SPO_PL0091A_6001_001","ug/m3","ug/m3",2018,50.7166,23.2902,"",22.679,NA,"",2018
